"학교ID",학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000012801,홍천고등학교,고등학교,1973-03-11,공립,본교,운영,강원도 홍천군 홍천읍 희망리 16-2,강원도 홍천군 홍천읍 석화로 109-10,7800000,강원도교육청,7881000,강원도홍천교육지원청,2013-11-29,2019-09-10,37.6982193,127.8911141,2020-03-20
B000012802,홍천여자고등학교,고등학교,1956-04-06,공립,본교,운영,강원도 홍천군 홍천읍 희망리 337,강원도 홍천군 홍천읍 꽃뫼로 71,7800000,강원도교육청,7881000,강원도홍천교육지원청,2013-11-29,2019-09-10,37.6918139,127.8812371,2020-03-20
B000012803,서석고등학교,고등학교,1967-10-05,공립,본교,운영,강원도 홍천군 서석면 풍암리 269-1,강원도 홍천군 서석면 구룡령로 2570,7800000,강원도교육청,7881000,강원도홍천교육지원청,2013-11-29,2019-09-10,37.7102459,128.1899177,2020-03-20
B000012804,내면고등학교,고등학교,1983-11-21,공립,본교,운영,강원도 홍천군 내면 창촌리 1655-3,강원도 홍천군 내면 구룡령로 5174,7800000,강원도교육청,7881000,강원도홍천교육지원청,2013-11-29,2019-09-10,37.7657894,128.3866838,2020-03-20
B000012805,횡성고등학교,고등학교,1951-02-22,공립,본교,운영,강원도 횡성군 횡성읍 읍하리 200,강원도 횡성군 횡성읍 교항로 33,7800000,강원도교육청,7891000,강원도횡성교육지원청,2013-11-29,2019-09-10,37.4858899,127.9786891,2020-03-20
B000012806,횡성여자고등학교,고등학교,1980-11-06,공립,본교,운영,강원도 횡성군 횡성읍 입석리 194-2,강원도 횡성군 횡성읍 횡성로 252,7800000,강원도교육청,7891000,강원도횡성교육지원청,2013-11-29,2019-09-10,37.4758213,127.9820715,2020-03-20
B000012807,안흥고등학교,고등학교,1978-12-29,공립,본교,운영,강원도 횡성군 안흥면 안흥리 272-2,강원도 횡성군 안흥면 서동로 1121,7800000,강원도교육청,7891000,강원도횡성교육지원청,2013-11-29,2019-09-10,37.4125918,128.1527619,2020-03-20
B000012808,둔내고등학교,고등학교,1967-10-05,공립,본교,운영,강원도 횡성군 둔내면 둔방내리 96-3,강원도 횡성군 둔내면 둔내로 22,7800000,강원도교육청,7891000,강원도횡성교육지원청,2013-11-29,2019-09-10,37.5113167,128.213118,2020-03-20
B000012809,갑천고등학교,고등학교,1966-12-20,공립,본교,운영,강원도 횡성군 갑천면 매일리 600,강원도 횡성군 갑천면 갑천로 17,7800000,강원도교육청,7891000,강원도횡성교육지원청,2013-11-29,2019-09-10,37.5604957,128.1142441,2020-03-20
B000012810,영월고등학교,고등학교,1973-05-16,공립,본교,운영,강원도 영월군 영월읍 영흥리 716-1,강원도 영월군 영월읍 오무개길 51,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2019-09-10,37.1905936,128.4711877,2020-03-20
B000012811,석정여자고등학교,고등학교,1963-12-14,사립,본교,운영,강원도 영월군 영월읍 하송리 318,강원도 영월군 영월읍 영월로 1914-11,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2019-09-10,37.1801628,128.4599189,2020-03-20
B000012812,주천고등학교,고등학교,1946-04-01,공립,본교,운영,강원도 영월군 주천면 주천리 1430,강원도 영월군 주천면 주천로89번길 41,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2019-09-10,37.274396,128.2635985,2020-03-20
B000012813,마차고등학교,고등학교,1958-07-17,공립,본교,운영,강원도 영월군 북면 마차리 1347,강원도 영월군 북면 문학로길 25-8,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2019-09-10,37.2553301,128.451328,2020-03-20
B000012814,상동고등학교,고등학교,1955-12-31,공립,본교,운영,강원도 영월군 상동읍 천평리 414,강원도 영월군 상동읍 태백산로 3147,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2019-09-10,37.1252571,128.8224554,2020-03-20
B000012815,평창고등학교,고등학교,1946-10-25,공립,본교,운영,강원도 평창군 평창읍 중리 160,강원도 평창군 평창읍 노람들길 141,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2019-09-10,37.371987,128.4046879,2020-03-20
B000012816,대화고등학교,고등학교,1968-01-23,공립,본교,운영,강원도 평창군 대화면 대화리 476,강원도 평창군 대화면 대화중앙로 32-8,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2019-09-10,37.4932972,128.4599825,2020-03-20
B000012817,봉평고등학교,고등학교,1980-11-26,공립,본교,운영,강원도 평창군 봉평면 창동리 332,강원도 평창군 봉평면 기풍4길 27-6,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2019-09-10,37.6177100098,128.3813671,2020-03-20
B000012818,진부고등학교,고등학교,1968-03-01,공립,본교,운영,강원도 평창군 진부면 하진부리 258-2,강원도 평창군 진부면 솔천길 69,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2019-09-10,37.6361536,128.552629,2020-03-20
B000012819,상지대관령고등학교,고등학교,1974-04-08,사립,본교,운영,강원도 평창군 대관령면 횡계리 661-108,강원도 평창군 대관령면 해당화3길 24,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2019-09-10,37.6721572,128.7047026,2020-03-20
B000012820,함백고등학교,고등학교,1966-04-20,공립,본교,운영,강원도 정선군 신동읍 조동리 185,강원도 정선군 신동읍 함백로 376,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,2019-09-10,37.2157949,128.6747264,2020-03-20
B000012822,정선고등학교,고등학교,1951-08-31,공립,본교,운영,강원도 정선군 정선읍 봉양리 153-1,강원도 정선군 정선읍 봉양4길 15,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,2019-09-10,37.3789052,128.661595,2020-03-20
B000012823,고한고등학교,고등학교,1979-01-31,공립,본교,운영,강원도 정선군 고한읍 고한리 80,강원도 정선군 고한읍 고한9길 160,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,2019-09-10,37.2060729,128.8527452,2020-03-20
B000012824,여량고등학교,고등학교,1981-11-25,공립,본교,운영,강원도 정선군 여량면 여량리 87,강원도 정선군 여량면 여량7길 42,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,2019-09-10,37.4687788,128.726304,2020-03-20
B000012825,임계고등학교,고등학교,1969-11-28,공립,본교,운영,강원도 정선군 임계면 봉산리 241-2,강원도 정선군 임계면 백두대간로 1313,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,2019-09-10,37.4928564,128.8460282,2020-03-20
B000012826,사북고등학교,고등학교,1973-05-06,공립,본교,운영,강원도 정선군 사북읍 사북리 286,강원도 정선군 사북읍 소금강로 3640,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,2019-09-10,37.2281635,128.8288686,2020-03-20
B000012827,신철원고등학교,고등학교,1957-05-20,공립,본교,운영,강원도 철원군 갈말읍 지포리 85,강원도 철원군 갈말읍 명성로149번길 64,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2019-09-10,38.1470657,127.3038484,2020-03-20
B000012828,철원고등학교,고등학교,1964-12-12,공립,본교,운영,강원도 철원군 철원읍 화지리 54,강원도 철원군 철원읍 금학로251번안길 12,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2019-09-10,38.209629,127.2112811,2020-03-20
B000012829,철원여자고등학교,고등학교,1979-11-20,공립,본교,운영,강원도 철원군 동송읍 이평리 862,강원도 철원군 동송읍 이평로123번길 40,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2019-09-10,38.2053104,127.2100904,2020-03-20
B000012830,김화고등학교,고등학교,1980-03-23,공립,본교,운영,강원도 철원군 서면 와수리 589-3,강원도 철원군 서면 와수1로 90,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2019-09-10,38.2440458,127.4333706,2020-03-20
B000012832,간동고등학교,고등학교,1983-03-02,공립,본교,운영,강원도 화천군 간동면 유촌리 608-1,강원도 화천군 간동면 파로호로 945-21,7800000,강원도교육청,7941000,강원도화천교육지원청,2013-11-29,2019-09-10,38.0566344,127.7925251,2020-03-20
B000012833,사내고등학교,고등학교,1979-03-02,공립,본교,운영,강원도 화천군 사내면 사창리 352-1,강원도 화천군 사내면 포화로 1093,7800000,강원도교육청,7941000,강원도화천교육지원청,2013-11-29,2019-09-10,38.0645615,127.519556,2020-03-20
B000012834,양구고등학교,고등학교,1955-07-05,공립,본교,운영,강원도 양구군 양구읍 상리 183,강원도 양구군 양구읍 중심로 115,7800000,강원도교육청,7951000,강원도양구교육지원청,2013-11-29,2019-09-10,38.1005635,127.9916838,2020-03-20
B000012835,양구여자고등학교,고등학교,1974-01-05,공립,본교,운영,강원도 양구군 양구읍 정림리 230-1,강원도 양구군 양구읍 박수근로 327,7800000,강원도교육청,7951000,강원도양구교육지원청,2013-11-29,2019-09-10,38.1013706,127.9805313,2020-03-20
B000012836,인제고등학교,고등학교,1955-05-25,공립,본교,운영,강원도 인제군 인제읍 합강리 344,강원도 인제군 인제읍 인제로249번길 22,7800000,강원도교육청,7961000,강원도인제교육지원청,2013-11-29,2019-09-10,38.0742272,128.1773387,2020-03-20
B000012837,신남고등학교,고등학교,1981-04-01,공립,본교,운영,강원도 인제군 남면 신남리 404,강원도 인제군 남면 신남로 47-35,7800000,강원도교육청,7961000,강원도인제교육지원청,2013-11-29,2019-09-10,37.9698567,128.0794896,2020-03-20
B000012838,원통고등학교,고등학교,1974-01-05,공립,본교,운영,강원도 인제군 북면 원통리 398-1,강원도 인제군 북면 원통로 285,7800000,강원도교육청,7961000,강원도인제교육지원청,2013-11-29,2019-09-10,38.1274698,128.2129817,2020-03-20
B000012839,기린고등학교,고등학교,1972-01-14,공립,본교,운영,강원도 인제군 기린면 현리 765-2,강원도 인제군 기린면 창암길 20,7800000,강원도교육청,7961000,강원도인제교육지원청,2013-11-29,2019-09-10,37.947038,128.3138763,2020-03-20
B000012840,고성고등학교,고등학교,1958-05-25,공립,본교,운영,강원도 고성군 간성읍 상리 391,강원도 고성군 간성읍 수성로 125,7800000,강원도교육청,7971000,강원도고성교육지원청,2013-11-29,2019-09-10,38.378282,128.4610039,2020-03-20
B000012841,거진정보공업고등학교,고등학교,1964-02-10,공립,본교,운영,강원도 고성군 거진읍 거진리 437-1,강원도 고성군 거진읍 거탄진로 39-7,7800000,강원도교육청,7971000,강원도고성교육지원청,2013-11-29,2019-09-10,38.4408755,128.4500877,2020-03-20
B000012842,대진고등학교,고등학교,1980-03-07,공립,본교,운영,강원도 고성군 현내면 초도리 75,강원도 고성군 현내면 화진포길 476,7800000,강원도교육청,7971000,강원도고성교육지원청,2013-11-29,2019-09-10,38.4848412,128.4334158,2020-03-20
B000012843,양양고등학교,고등학교,1954-12-31,공립,본교,운영,강원도 양양군 양양읍 서문리 139,강원도 양양군 양양읍 복개길 23-12,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2019-09-10,38.0726675,128.6165101,2020-03-20
B000012845,충북대학교사범대학부설고등학교,고등학교,1986-03-03,국립,본교,운영,충청북도 청주시 흥덕구 가경동 176-9,충청북도 청주시 흥덕구 장구봉로41번길 12,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.6239258,127.4385188,2020-03-20
B000012846,충북고등학교,고등학교,1973-03-01,공립,본교,운영,충청북도 청주시 서원구 분평동 233,충청북도 청주시 서원구 청남로 1969,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-11-20,36.6085407,127.4817149,2020-03-20
B000012847,청주여자고등학교,고등학교,1938-05-01,공립,본교,운영,충청북도 청주시 청원구 율량동 534,충청북도 청주시 청원구 충청대로107번길 82,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-11-20,36.6677411,127.4897034,2020-03-20
B000012848,산남고등학교,고등학교,2007-03-01,공립,본교,운영,충청북도 청주시 서원구 산남동 1082,충청북도 청주시 서원구 두꺼비로 7,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.6085873,127.4697328,2020-03-20
B000012849,청주중앙여자고등학교,고등학교,1974-12-27,공립,본교,운영,충청북도 청주시 서원구 사창동 227,충청북도 청주시 서원구 천석로 15,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-11-20,36.6377694,127.4645564,2020-03-20
B000012850,주성고등학교,고등학교,2003-03-04,공립,본교,운영,충청북도 청주시 상당구 용담동 437,충청북도 청주시 상당구 호미로 310,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.6348341,127.5106497,2020-03-20
B000012851,금천고등학교,고등학교,1988-03-05,공립,본교,운영,충청북도 청주시 상당구 금천동 4-6,충청북도 청주시 상당구 호미로233번길 65,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.6277962,127.5119449,2020-03-20
B000012852,상당고등학교,고등학교,1997-03-01,공립,본교,운영,충청북도 청주시 상당구 용암동 2033,충청북도 청주시 상당구 월평로238번길 3-10,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.6064212,127.5086204,2020-03-20
B000012853,서원고등학교,고등학교,2003-04-23,공립,본교,운영,충청북도 청주시 흥덕구 가경동 1580,충청북도 청주시 흥덕구 가경로 49,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.6200811,127.4410388,2020-03-20
B000012854,흥덕고등학교,고등학교,2003-03-01,공립,본교,운영,충청북도 청주시 흥덕구 복대동 2457,충청북도 청주시 흥덕구 증안로 9,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.6368612,127.4239538,2020-03-20
B000012855,봉명고등학교,고등학교,2007-03-01,공립,본교,운영,충청북도 청주시 흥덕구 봉명동 2448,충청북도 청주시 흥덕구 월명로220번길 19,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.6549266,127.4552828,2020-03-20
B000012856,청석고등학교,고등학교,1975-03-05,사립,본교,운영,충청북도 청주시 상당구 용암동 596,충청북도 청주시 상당구 원봉로 75,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.614439,127.5066419,2020-03-20
B000012857,청주신흥고등학교,고등학교,1978-03-05,사립,본교,운영,충청북도 청주시 청원구 율량동 516,충청북도 청주시 청원구 율봉로 229,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-11-20,36.6696521,127.4965212,2020-03-20
B000012858,세광고등학교,고등학교,1953-04-01,사립,본교,운영,충청북도 청주시 서원구 성화동 360-1,충청북도 청주시 서원구 2순환로 1572,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.6032828,127.4529226,2020-03-20
B000012859,운호고등학교,고등학교,1968-03-06,사립,본교,운영,충청북도 청주시 서원구 모충동 132-43,충청북도 청주시 서원구 무심서로 375,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-11-20,36.6250534,127.4851849,2020-03-20
B000012860,일신여자고등학교,고등학교,1967-10-31,사립,본교,운영,충청북도 청주시 상당구 탑동 185-1,충청북도 청주시 상당구 영운로 126,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.6269263,127.4968954,2020-03-20
B000012861,충북여자고등학교,고등학교,1975-03-06,사립,본교,운영,충청북도 청주시 서원구 모충동 231,충청북도 청주시 서원구 무심서로 377-2,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.6253819,127.4841674,2020-03-20
B000012862,청주대성고등학교,고등학교,1935-05-05,사립,본교,운영,충청북도 청주시 청원구 내덕동 261,충청북도 청주시 청원구 대성로300번길 18,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.653784,127.4906593,2020-03-20
B000012863,충주고등학교,고등학교,1940-04-01,공립,본교,운영,충청북도 충주시 호암동 558,충청북도 충주시 예성로 37,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2019-09-10,36.9616517,127.9302849,2020-03-20
B000012864,충주여자고등학교,고등학교,1942-04-26,공립,본교,운영,충청북도 충주시 용산동 2060,충청북도 충주시 형설로 77,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2019-09-10,36.9609374,127.9381585,2020-03-20
B000012865,충주대원고등학교,고등학교,1981-03-13,사립,본교,운영,충청북도 충주시 안림동 493,충청북도 충주시 안림로 43,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2019-09-10,36.9713349,127.9518248,2020-03-20
B000012866,충원고등학교,고등학교,1956-03-12,사립,본교,운영,충청북도 충주시 엄정면 용산리 387-1,충청북도 충주시 엄정면 동막강현길 377,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2019-09-10,37.0880939,127.9098154,2020-03-20
B000012867,충주중산고등학교,고등학교,1992-03-01,사립,본교,운영,충청북도 충주시 호암동 산22-3,충청북도 충주시 방아길 20,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2019-09-10,36.9467206,127.9379213,2020-03-20
B000012868,주덕고등학교,고등학교,1985-03-06,공립,본교,운영,충청북도 충주시 주덕읍 신중리 130-3,충청북도 충주시 주덕읍 창전길 223,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2019-09-10,36.9726522,127.7861344,2020-03-20
B000012869,제천고등학교,고등학교,1946-10-01,공립,본교,운영,충청북도 제천시 청전동 162,충청북도 제천시 칠성로 105,8000000,충청북도교육청,8031000,충청북도제천교육지원청,2013-11-29,2019-09-10,37.1430878,128.2179443,2020-03-20
B000012870,제천여자고등학교,고등학교,1942-06-11,공립,본교,운영,충청북도 제천시 서부동 740,충청북도 제천시 내제로6길 13,8000000,충청북도교육청,8031000,충청북도제천교육지원청,2013-11-29,2019-09-10,37.1363792,128.2046921,2020-03-20
B000012871,제천제일고등학교,고등학교,1943-04-26,공립,본교,운영,충청북도 제천시 동현동 15-3,충청북도 제천시 의병대로 177,8000000,충청북도교육청,8031000,충청북도제천교육지원청,2013-11-29,2019-09-10,37.1352586,128.2208708,2020-03-20
B000012872,세명고등학교,고등학교,1988-03-01,사립,본교,운영,충청북도 제천시 신월동 566,충청북도 제천시 세명로 88,8000000,충청북도교육청,8031000,충청북도제천교육지원청,2013-11-29,2019-09-10,37.183132,128.1977905,2020-03-20
B000012873,오송고등학교,고등학교,2012-03-01,공립,본교,운영,충청북도 청주시 흥덕구 오송읍 연제리 727,충청북도 청주시 흥덕구 오송읍 오송생명3로 95,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.6296215,127.3259867,2020-03-20
B000012874,양청고등학교,고등학교,2010-03-01,공립,본교,운영,충청북도 청주시 청원구 오창읍 양청리 656-2,충청북도 청주시 청원구 오창읍 양청6길 33,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.7269895,127.4335203,2020-03-20
B000012875,한국교원대학교부설고등학교,고등학교,1994-06-28,국립,본교,운영,충청북도 청주시 흥덕구 강내면 월탄리 6,충청북도 청주시 흥덕구 강내면 태성탑연로 250,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.605666,127.3573245,2020-03-20
B000012876,오창고등학교,고등학교,1996-03-05,공립,본교,운영,충청북도 청주시 청원구 오창읍 괴정리 7-3,충청북도 청주시 청원구 오창읍 괴정1길 10,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2019-09-10,36.7342335,127.4616527,2020-03-20
B000012877,보은여자고등학교,고등학교,1961-06-15,공립,본교,운영,충청북도 보은군 보은읍 교사리 116-2,충청북도 보은군 보은읍 보은로 223,8000000,충청북도교육청,8051000,충청북도보은교육지원청,2013-11-29,2019-09-10,36.494097,127.7156541,2020-03-20
B000012878,보은고등학교,고등학교,1976-03-06,사립,본교,운영,충청북도 보은군 보은읍 죽전리 61,충청북도 보은군 보은읍 보은로 17,8000000,충청북도교육청,8051000,충청북도보은교육지원청,2013-11-29,2019-09-10,36.4753094,127.7205516,2020-03-20
B000012879,옥천고등학교,고등학교,1979-06-30,공립,본교,운영,충청북도 옥천군 옥천읍 삼양리 115-4,충청북도 옥천군 옥천읍 중앙로 115,8000000,충청북도교육청,8061000,충청북도옥천교육지원청,2013-11-29,2019-09-10,36.3083883,127.570041,2020-03-20
B000012880,청산고등학교,고등학교,1955-06-01,공립,본교,운영,충청북도 옥천군 청산면 백운리 333-1,충청북도 옥천군 청산면 청산로 92,8000000,충청북도교육청,8061000,충청북도옥천교육지원청,2013-11-29,2019-09-10,36.3492301,127.7951799,2020-03-20
B000012881,영동고등학교,고등학교,1951-09-26,공립,본교,운영,충청북도 영동군 영동읍 계산리 72-7,충청북도 영동군 영동읍 계산로 122,8000000,충청북도교육청,8071000,충청북도영동교육지원청,2013-11-29,2019-09-10,36.1694918,127.7884076,2020-03-20
B000012882,황간고등학교,고등학교,1974-03-05,공립,본교,운영,충청북도 영동군 황간면 남성리 409,충청북도 영동군 황간면 남성동3길 4-22,8000000,충청북도교육청,8071000,충청북도영동교육지원청,2013-11-29,2019-09-10,36.2351253,127.9108882,2020-03-20
B000012883,진천고등학교,고등학교,1976-12-28,공립,본교,운영,충청북도 진천군 진천읍 신정리 590,충청북도 진천군 진천읍 문화12길 48,8000000,충청북도교육청,8081000,충청북도진천교육지원청,2013-11-29,2019-09-10,36.8539556,127.4499524,2020-03-20
B000012885,괴산고등학교,고등학교,1951-09-01,공립,본교,운영,충청북도 괴산군 괴산읍 대사리 201,충청북도 괴산군 괴산읍 읍내로 106,8000000,충청북도교육청,8092000,충청북도괴산증평교육지원청,2013-11-29,2019-09-10,36.7960502,127.7803583,2020-03-20
B000012886,목도고등학교,고등학교,1975-03-05,공립,본교,운영,충청북도 괴산군 불정면 목도리 360,충청북도 괴산군 불정면 한불로청덕1길 50-15,8000000,충청북도교육청,8092000,충청북도괴산증평교육지원청,2013-11-29,2019-09-10,36.8711539,127.8512541,2020-03-20
B000012887,음성고등학교,고등학교,1951-10-10,공립,본교,운영,충청북도 음성군 음성읍 읍내리 503-7,충청북도 음성군 음성읍 중앙로 109-16,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2013-11-29,2019-09-10,36.9337758,127.6862455,2020-03-20
B000012888,매괴고등학교,고등학교,1953-05-01,사립,본교,운영,충청북도 음성군 감곡면 왕장리 498-1,충청북도 음성군 감곡면 매괴길 10,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2013-11-29,2019-09-10,37.1206766,127.6406567,2020-03-20
B000012889,단양고등학교,고등학교,1969-03-15,공립,본교,운영,충청북도 단양군 단양읍 도전리 324,충청북도 단양군 단양읍 수변로 2,8000000,충청북도교육청,8111000,충청북도단양교육지원청,2013-11-29,2019-09-10,36.9760545,128.3665157,2020-03-20
B000012890,단산고등학교,고등학교,1984-11-27,공립,본교,운영,충청북도 단양군 어상천면 임현리 311,충청북도 단양군 어상천면 어상천로 904,8000000,충청북도교육청,8111000,충청북도단양교육지원청,2013-11-29,2019-09-10,37.1019605,128.3593525,2020-03-20
B000012891,형석고등학교,고등학교,1979-03-12,사립,본교,운영,충청북도 증평군 증평읍 미암리 603,충청북도 증평군 증평읍 미암로 26,8000000,충청북도교육청,8092000,충청북도괴산증평교육지원청,2013-11-29,2019-09-10,36.7932568,127.5938475,2020-03-20
B000012892,천안중앙고등학교,고등학교,1968-03-12,공립,본교,운영,충청남도 천안시 동남구 원성동 460-1,충청남도 천안시 동남구 충절로 91,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2019-09-10,36.8110609,127.1598898,2020-03-20
B000012893,천안여자고등학교,고등학교,1952-05-08,공립,본교,운영,충청남도 천안시 동남구 삼룡동 102-1,충청남도 천안시 동남구 삼룡3길 30,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2019-09-10,36.7787269,127.1692324,2020-03-20
B000012894,천안청수고등학교,고등학교,2009-04-17,공립,본교,운영,충청남도 천안시 동남구 청수동 423,충청남도 천안시 동남구 청수로 82-46,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2019-09-10,36.791414,127.1591812,2020-03-20
B000012895,천안제일고등학교,고등학교,1930-04-01,공립,본교,운영,충청남도 천안시 동남구 원성동 260,충청남도 천안시 동남구 버들로 71,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2019-09-10,36.808633,127.1532998,2020-03-20
B000012896,천안쌍용고등학교,고등학교,2004-03-01,공립,본교,운영,충청남도 천안시 서북구 쌍용동 502-8,충청남도 천안시 서북구 월봉7길 10,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2019-09-10,36.7887553,127.1140075,2020-03-20
B000012897,천안신당고등학교,고등학교,2006-05-23,공립,본교,운영,충청남도 천안시 서북구 신당동 286-2,충청남도 천안시 서북구 신당새터2길 36,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2019-09-10,36.8514848,127.1597138,2020-03-20
B000012898,천안오성고등학교,고등학교,2007-03-01,공립,본교,운영,충청남도 천안시 서북구 성성동 1-4,충청남도 천안시 서북구 과수원길 27,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2019-09-10,36.8415273,127.142135,2020-03-20
B000012899,천안두정고등학교,고등학교,2003-03-05,공립,본교,운영,충청남도 천안시 서북구 두정동 2006,충청남도 천안시 서북구 두정고2길 13,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2019-09-10,36.8351528,127.130402,2020-03-20
B000012900,천안월봉고등학교,고등학교,2004-03-26,공립,본교,운영,충청남도 천안시 서북구 불당동 825,충청남도 천안시 서북구 불당11로 51,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2019-09-10,36.8045628,127.1119645,2020-03-20
B000012901,천안고등학교,고등학교,1954-02-19,사립,본교,운영,충청남도 천안시 동남구 봉명동 205-1,충청남도 천안시 동남구 봉명로 53,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2019-09-10,36.8094164,127.1343399,2020-03-20
B000012902,복자여자고등학교,고등학교,1962-12-31,사립,본교,운영,충청남도 천안시 동남구 성황동 9-1,충청남도 천안시 동남구 복자1길 1,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2019-09-10,36.8152627,127.1523985,2020-03-20
B000012903,북일여자고등학교,고등학교,1997-03-06,사립,본교,운영,충청남도 천안시 동남구 신부동 287,충청남도 천안시 동남구 단대로 71,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2019-09-10,36.8319784,127.1591924,2020-03-20
B000012904,목천고등학교,고등학교,1976-03-08,공립,본교,운영,충청남도 천안시 동남구 목천읍 서리 54-1,충청남도 천안시 동남구 목천읍 삼방로 145,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2019-09-10,36.7828348,127.2318913,2020-03-20
B000012905,성환고등학교,고등학교,1965-03-10,공립,본교,운영,충청남도 천안시 서북구 성환읍 송덕리 55,충청남도 천안시 서북구 성환읍 신방로 354,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2019-09-10,36.9238205,127.1155928,2020-03-20
B000012906,공주대학교사범대학부설고등학교,고등학교,1953-04-15,국립,본교,운영,충청남도 공주시 반죽동 322-1,충청남도 공주시 봉황로 75,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2019-09-10,36.4527652,127.1197918,2020-03-20
